,id,title,release_date,popularity,vote_average,vote_count
426,671,Harry Potter and the Philosopher's Stone,2001-11-16,224.145,7.9,22610
427,331482,Little Women,2019-12-25,36.428,7.9,4812
428,329,Jurassic Park,1993-06-11,53.053,7.9,13468
429,3112,The Night of the Hunter,1955-08-26,9.377,7.9,1176
430,7984,In the Name of the Father,1993-12-12,13.903,7.9,1352
431,746957,You've Got This,2020-10-02,11.325,7.9,252
432,369557,Sing Street,2016-03-11,13.691,7.9,1897
433,367412,Whiplash,2013-01-18,7.456,7.9,253
434,1892,Return of the Jedi,1983-05-25,20.304,7.9,12763
435,31442,Ivan's Childhood,1962-05-09,8.239,7.9,503
436,679,Aliens,1986-07-18,32.244,7.9,7687
437,613868,Cousins,2019-12-10,7.797,7.9,236
438,198,To Be or Not to Be,1942-03-05,8.343,7.9,496
439,118340,Guardians of the Galaxy,2014-07-30,52.036,7.9,24419
440,3870,1900,1976-09-03,10.094,7.9,483
441,194,Amélie,2001-04-25,24.14,7.9,9716
442,303867,World of Tomorrow,2015-01-22,4.808,7.9,243
443,122906,About Time,2013-09-04,32.361,7.9,6921
444,1402,The Pursuit of Happyness,2006-12-14,32.467,7.9,8244
445,47796,Mamma Roma,1962-09-22,6.437,7.9,294
446,45523,Louis C.K.: Hilarious,2010-01-26,5.077,7.9,214
447,804,Roman Holiday,1953-08-26,12.937,7.9,1567
448,301,Rio Bravo,1959-03-17,11.258,7.9,853
449,3078,It Happened One Night,1934-02-22,8.109,7.9,910
450,16,Dancer in the Dark,2000-06-30,15.66,7.9,1402
451,579245,The Specials,2019-10-23,8.255,7.9,709
452,2721,Z,1969-02-26,7.193,7.9,307
453,379170,Sherlock: The Abominable Bride,2016-01-01,21.774,7.9,2001
454,83564,La luna,2012-02-10,8.545,7.9,651
455,37797,Whisper of the Heart,1995-07-15,43.56,7.9,1431
456,841755,Mortal Kombat Legends: Battle of the Realms,2021-08-30,111.888,7.9,263
457,13398,Tokyo Godfathers,2003-12-29,11.185,7.9,820
458,752,V for Vendetta,2006-02-23,24.678,7.9,12225
459,564427,Minha Vida em Marte,2018-12-27,4.629,7.9,259
460,631,Sunrise: A Song of Two Humans,1927-11-04,7.943,7.9,592
461,25538,Yi Yi,2000-09-20,8.391,7.9,364
462,404378,A Street Cat Named Bob,2016-11-04,15.266,7.9,1129
463,210577,Gone Girl,2014-10-01,46.06,7.9,15792
464,949,Heat,1995-12-15,36.61,7.9,5508
465,726684,Miraculous World: Shanghai – The Legend of Ladydragon,2021-05-15,187.936,7.9,441
466,381341,Perfect Strangers,2016-02-11,12.553,7.9,3860
467,30588,Monsieur Verdoux,1947-09-26,7.499,7.9,303
468,296096,Me Before You,2016-06-01,147.019,7.9,10105
469,20873,The Diamond Arm,1968-02-02,7.185,7.9,207
470,438631,Dune,2021-09-15,260.048,7.9,6999
471,602063,Rurouni Kenshin: The Final,2021-04-23,56.764,7.9,317
472,1675,Day for Night,1973-05-24,7.461,7.9,473
473,275,Fargo,1996-03-08,17.086,7.9,6382
474,11293,Paper Moon,1973-05-09,7.188,7.9,506
475,391,A Fistful of Dollars,1964-01-18,24.196,7.9,3265
476,445030,No Game No Life: Zero,2017-07-15,45.258,7.9,279
477,266856,The Theory of Everything,2014-11-26,22.136,7.9,9317
478,614917,King Richard,2021-11-18,81.169,7.9,1325
479,11036,The Notebook,2004-06-25,47.187,7.9,9552
480,313369,La La Land,2016-11-29,26.675,7.9,14279
481,29455,Winter Light,1963-02-11,7.093,7.9,315
482,22843,Evangelion: 2.0 You Can (Not) Advance,2009-06-26,27.187,7.9,598
483,16804,Departures,2008-09-13,7.988,7.9,624
484,5544,Hiroshima Mon Amour,1959-06-10,8.26,7.9,584
485,827,Diabolique,1955-01-29,8.326,7.9,705
486,593,Solaris,1972-03-20,10.186,7.9,1202
487,393,Kill Bill: Vol. 2,2004-04-16,25.699,7.9,11710
488,430424,See You Up There,2017-10-25,8.022,7.9,1051
489,348892,Bajrangi Bhaijaan,2015-07-17,7.202,7.9,355
490,398924,A Bag of Marbles,2017-01-18,8.841,7.9,715
491,833,Umberto D.,1952-01-20,8.313,7.9,507
492,505192,Shoplifters,2018-06-02,9.99,7.9,1555
493,235,Stand by Me,1986-08-08,15.342,7.9,4560
494,597,Titanic,1997-11-18,123.636,7.9,21016
495,293299,Feast,2014-10-25,8.067,7.9,749
496,180147,We Are the Nobles,2013-03-28,35.406,7.9,396
497,677638,We Bare Bears: The Movie,2020-06-30,61.947,7.9,717
498,152601,Her,2013-12-18,23.751,7.9,12100
499,1394,Nostalgia,1983-05-01,7.265,7.9,379
500,6715,The Cure,1995-04-21,6.697,7.9,237
501,10774,Network,1976-11-14,9.242,7.9,1289
502,2440,Joint Security Area,2000-09-09,9.225,7.9,455
503,399174,Isle of Dogs,2018-03-23,13.697,7.9,3882
504,10997,Farewell My Concubine,1993-01-01,9.984,7.9,371
505,185789,Mulholland Dr.,1999-01-01,5.829,7.9,378
506,58129,The Phantom Carriage,1921-01-01,6.194,7.9,218
507,11953,Kagemusha,1980-04-26,7.853,7.9,481
508,11830,Tampopo,1985-11-23,8.273,7.9,227
509,23160,Werckmeister Harmonies,2000-07-12,7.406,7.9,228
510,22596,Safety Last!,1923-04-01,7.069,7.9,344
511,546554,Knives Out,2019-11-27,47.807,7.9,8810
512,86000,Always,2011-10-20,8.078,7.9,217
513,93,Anatomy of a Murder,1959-07-01,11.814,7.9,716
514,10757,Kabhi Khushi Kabhie Gham,2001-12-14,11.486,7.9,423
515,71157,Polisse,2011-10-06,7.433,7.9,994
516,581,Dances with Wolves,1990-03-30,16.393,7.9,3359
517,24238,Mary and Max,2009-02-09,9.832,7.9,1532
518,1626,Vivre Sa Vie,1962-08-28,8.424,7.9,474
519,579792,Cindy La Regia,2020-01-24,13.503,7.9,219
520,113833,The Normal Heart,2014-05-25,8.852,7.9,773
521,5924,Papillon,1973-12-13,12.897,7.9,1478
522,5511,Le Samouraï,1967-10-25,11.598,7.9,744
523,1162,The Miracle Worker,1962-05-23,8.966,7.9,219
524,934,Rififi,1955-04-13,6.362,7.9,393
525,33320,Millennium Actress,2001-09-14,14.576,7.9,549
526,11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003-05-28,9.653,7.9,316
527,843241,The Seven Deadly Sins: Cursed by Light,2021-07-02,634.049,7.9,341
528,20334,The Shop Around the Corner,1940-01-12,6.271,7.9,383
529,453,A Beautiful Mind,2001-12-11,26.037,7.9,8503
530,152742,The Best Offer,2013-01-01,9.91,7.9,2422
531,31056,A Short Film About Love,1988-01-01,7.199,7.9,265
532,31011,Mr. Nobody,2009-11-06,15.46,7.9,5106
533,14574,The Boy in the Striped Pyjamas,2008-05-07,35.101,7.9,5842
534,665,Ben-Hur,1959-11-18,30.036,7.8,2093
535,359156,Don't Be Bad,2015-09-08,6.682,7.8,810
536,265195,Wild Tales,2014-08-21,20.555,7.8,2647
537,596,The Grapes of Wrath,1940-03-15,10.52,7.8,722
538,115,The Big Lebowski,1998-03-06,17.373,7.8,9302
539,32480,The Marquis of Grillo,1981-12-23,6.364,7.8,389
540,24480,Partly Cloudy,2009-05-28,11.495,7.8,848
541,980,The Ox-Bow Incident,1943-03-11,7.738,7.8,266
542,609242,The Heist of the Century,2020-01-16,25.064,7.8,615
543,777,Grand Illusion,1937-06-04,7.636,7.8,495
544,730840,Trollhunters: Rise of the Titans,2021-07-21,70.52,7.8,241
545,317442,The Last: Naruto the Movie,2014-12-06,188.488,7.8,1179
546,47931,Elite Squad: The Enemy Within,2010-10-08,21.392,7.8,1438
547,6075,Carlito's Way,1993-11-10,15.536,7.8,2501
548,144,Wings of Desire,1987-05-17,7.975,7.8,956
549,11602,Through a Glass Darkly,1961-06-06,7.332,7.8,369
550,200727,Love  Rosie,2014-10-16,39.842,7.8,5456
551,59440,Warrior,2011-09-09,62.232,7.8,3689
552,9479,The Nightmare Before Christmas,1993-10-09,54.224,7.8,7496
553,1018,Mulholland Drive,2001-06-06,19.729,7.8,4891
554,354857,Regular Show: The Movie,2015-09-01,33.907,7.8,269
555,352173,Drishyam,2015-07-30,7.218,7.8,260
556,16859,Kiki's Delivery Service,1989-07-29,35.686,7.8,3013
557,506574,Descendants 3,2019-08-02,59.46,7.8,1225
558,323272,War Room,2015-08-28,46.057,7.8,362
559,11656,The Virgin Spring,1960-02-08,8.998,7.8,448
560,113,Spring  Summer  Fall  Winter... and Spring,2003-09-19,13.949,7.8,814
561,25253,Crooks in Clover,1963-11-27,6.867,7.8,399
562,25606,White Collar Blues,1975-03-27,5.856,7.8,702
563,335578,Land of Mine,2015-12-03,12.422,7.8,1171
564,887,The Best Years of Our Lives,1946-12-25,9.151,7.8,464
565,136,Freaks,1932-02-12,10.937,7.8,885
566,573699,White Snake,2019-01-11,45.859,7.8,303
567,5000,Forbidden Games,1952-05-09,7.377,7.8,228
568,502,Fail Safe,1964-10-07,8.685,7.8,268
569,446159,Bacurau,2019-08-29,14.142,7.8,848
570,613,Downfall,2004-09-16,13.02,7.8,2996
571,503314,Dragon Ball Super: Broly,2018-12-14,110.197,7.8,2252
572,968,Dog Day Afternoon,1975-08-01,12.556,7.8,2292
573,12,Finding Nemo,2003-05-30,97.402,7.8,16384
574,805,Rosemary's Baby,1968-06-12,16.888,7.8,3089
575,80,Before Sunset,2004-02-10,11.138,7.8,2640
576,314365,Spotlight,2015-11-06,15.47,7.8,7169
577,17483,Shelter,2007-06-16,10.666,7.8,405
578,5915,Into the Wild,2007-09-11,16.88,7.8,8257
579,674,Harry Potter and the Goblet of Fire,2005-11-16,188.231,7.8,17240
580,89,Indiana Jones and the Last Crusade,1989-05-24,27.077,7.8,8155
581,15859,A Moment to Remember,2004-11-05,16.397,7.8,229
582,585,Monsters  Inc.,2001-11-01,156.667,7.8,15511
583,22683,Gifted Hands: The Ben Carson Story,2009-02-07,25.912,7.8,427
584,1280,3-Iron,2004-10-15,13.346,7.8,889
585,396,Who's Afraid of Virginia Woolf?,1966-06-22,8.143,7.8,613
586,656563,Rich in Love,2020-04-30,14.922,7.8,522
587,826,The Bridge on the River Kwai,1957-10-11,12.851,7.8,1576
588,10775,Infernal Affairs,2002-12-12,13.885,7.8,1188
589,5991,The Last Laugh,1924-12-23,6.326,7.8,223
590,142,Brokeback Mountain,2005-09-10,23.371,7.8,5730
591,29845,A Woman Under the Influence,1974-09-19,7.236,7.8,332
592,375794,No Manches Frida,2016-09-02,86.656,7.8,642
593,20139,The Children's Hour,1961-12-19,7.213,7.8,255
594,1908,Inherit the Wind,1960-07-07,7.969,7.8,303
595,419478,Midnight Sun,2018-03-22,26.318,7.8,2979
596,393559,My Life as a Zucchini,2016-10-12,7.362,7.8,1053
597,263115,Logan,2017-02-28,70.392,7.8,16817
598,428493,God's Own Country,2017-09-01,19.453,7.8,713
599,21135,L'Eclisse,1962-04-12,9.407,7.8,336
600,629542,The Bad Guys,2022-03-17,2651.704,7.8,494
601,762,Monty Python and the Holy Grail,1975-05-25,15.169,7.8,4679
602,696,Manhattan,1979-04-25,7.621,7.8,1911
603,423612,Never Look Away,2018-10-03,9.556,7.8,509
604,20126,Deep Red,1975-03-07,9.257,7.8,1119
605,13042,Presto,2008-06-27,8.5,7.8,809
606,583083,The Kissing Booth 2,2020-07-24,70.041,7.8,4498
607,336804,Mustang,2015-06-17,9.827,7.8,1179
608,52345,Lisbela and the Prisoner,2003-08-22,1.087,7.8,331
609,262,The King of Comedy,1982-12-18,10.029,7.8,1705
610,169813,Short Term 12,2013-08-23,8.301,7.8,1054
611,925,Do the Right Thing,1989-06-14,9.441,7.8,1310
612,303,Notorious,1946-08-21,10.666,7.8,1196
613,359784,Maudie,2016-06-16,10.29,7.8,337
614,277216,Straight Outta Compton,2015-08-11,48.52,7.8,3188
615,126319,Ernest & Celestine,2012-12-12,9.492,7.8,461
616,537116,tick  tick... BOOM!,2021-11-11,34.768,7.8,1377
617,143,All Quiet on the Western Front,1930-04-29,10.129,7.8,530
618,141,Donnie Darko,2001-10-24,26.114,7.8,10400
619,107,Snatch,2000-09-01,22.159,7.8,7348
620,317182,Doctor Who: Last Christmas,2014-12-25,8.135,7.8,205
621,10193,Toy Story 3,2010-06-16,93.572,7.8,12493
622,28145,They Shoot Horses  Don't They?,1969-12-10,7.417,7.8,223
623,10191,How to Train Your Dragon,2010-03-18,71.249,7.8,10922
624,672322,Rurouni Kenshin: The Beginning,2021-06-04,149.101,7.8,272
625,539517,Constantine: City of Demons - The Movie,2018-10-04,21.501,7.8,436
626,30959,Kwaidan,1964-12-29,9.392,7.8,261
627,15916,Angel's Egg,1985-12-22,8.971,7.8,272
628,1480,Touch of Evil,1958-03-30,11.634,7.8,1117
629,234200,Pride,2014-09-12,9.913,7.8,1082
630,149870,The Wind Rises,2013-07-20,30.154,7.8,2238
631,553,Dogville,2003-05-19,12.675,7.8,1929
632,713776,If Anything Happens I Love You,2020-03-07,7.764,7.8,654
633,49687,Marriage Italian Style,1964-12-18,6.06,7.8,398
634,10227,PlayTime,1967-12-16,12.619,7.8,399
635,873,The Color Purple,1985-12-18,13.828,7.8,1330
636,29458,One Hundred Steps,2000-09-01,6.077,7.8,552
637,22504,The King and the Mockingbird,1980-03-19,5.766,7.8,296
638,414906,The Batman,2022-03-01,6372.913,7.8,4767
639,5961,Fanny and Alexander,1982-12-17,8.39,7.8,580
640,599521,Z-O-M-B-I-E-S 2,2020-06-13,26.486,7.8,309
641,27040,Meshes of the Afternoon,1943-01-01,5.02,7.8,263
642,49797,I Saw the Devil,2010-08-12,12.048,7.8,1853
643,27670,Nothing Left to Do but Cry,1984-12-20,5.397,7.8,930
644,399566,Godzilla vs. Kong,2021-03-24,250.296,7.8,7905
645,40662,Batman: Under the Red Hood,2010-07-27,24.207,7.8,1260
646,14836,Coraline,2009-02-05,196.498,7.8,5768
647,14069,The Girl Who Leapt Through Time,2006-07-15,26.99,7.8,1591
648,616584,K-12,2019-09-05,10.457,7.8,207
649,84892,The Perks of Being a Wallflower,2012-09-20,29.81,7.8,8956
650,4977,Paprika,2006-10-01,11.678,7.8,1665
651,3763,Onibaba,1964-11-21,11.713,7.8,264
652,703,Annie Hall,1977-04-19,10.677,7.8,3200
653,508439,Onward,2020-02-29,41.431,7.8,5019
654,498249,Bad Seeds,2018-11-21,6.019,7.8,485
655,221732,Rurouni Kenshin Part III: The Legend Ends,2014-09-13,12.849,7.8,345
656,16052,Selena,1997-03-21,27.64,7.8,1006
657,12444,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,147.019,7.8,16015
658,2118,L.A. Confidential,1997-09-19,16.418,7.8,3847
659,435366,Fabricated City,2017-02-09,12.969,7.8,249
660,12496,The Twilight Samurai,2002-11-02,8.168,7.8,228
661,11697,The Man Who Shot Liberty Valance,1962-04-15,12.112,7.8,825
662,492188,Marriage Story,2019-09-28,20.985,7.8,5707
663,166428,How to Train Your Dragon: The Hidden World,2019-01-03,72.505,7.8,5131
664,13855,The Chaser,2008-02-14,9.781,7.8,937
665,851,Brief Encounter,1945-11-24,6.725,7.8,434
666,2062,Ratatouille,2007-06-28,106.311,7.8,13946
667,28162,A Matter of Life and Death,1946-12-15,7.201,7.8,271
668,16237,Teen Titans: Trouble in Tokyo,2006-09-15,17.152,7.8,269
669,117,The Untouchables,1987-06-03,20.383,7.8,4587
670,709629,War of Likes,2021-03-12,37.467,7.8,227
671,502033,Sound of Metal,2020-11-20,16.679,7.8,1803
672,9421,The Dinner Game,1998-04-15,10.447,7.8,1514
673,2108,The Breakfast Club,1985-02-15,15.509,7.8,6789
674,583,Life of Brian,1979-08-17,14.797,7.8,3499
675,22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,352.654,7.8,17446
676,587,Big Fish,2003-12-25,18.163,7.8,6119
677,393729,Divines,2016-08-31,9.256,7.8,569
678,11621,Porco Rosso,1992-07-18,23.623,7.8,2466
679,1607,A Bronx Tale,1993-09-14,18.628,7.8,1645
680,963,The Maltese Falcon,1941-10-18,12.628,7.8,1258
681,451945,BPM (Beats per Minute),2017-08-23,8.467,7.8,1172
682,396535,Train to Busan,2016-07-20,94.348,7.8,5671
683,49026,The Dark Knight Rises,2012-07-16,83.723,7.8,19505
684,1366,Rocky,1976-11-21,46.277,7.8,6115
685,18079,Nine Queens,2000-08-31,9.076,7.8,527
686,14282,Ninja Scroll,1993-06-05,16.368,7.8,430
687,556984,The Trial of the Chicago 7,2020-09-25,13.149,7.8,2351
688,33602,Temple Grandin,2010-02-06,7.129,7.8,307
689,10315,Fantastic Mr. Fox,2009-10-23,23.96,7.8,4075
690,486589,Red Shoes and the Seven Dwarfs,2019-07-25,66.837,7.8,855
691,337960,Holding the Man,2015-08-27,6.019,7.8,405
692,11005,Awakenings,1990-12-04,14.582,7.8,1892
693,123025,Batman: The Dark Knight Returns  Part 1,2012-08-21,25.887,7.8,1231
694,86837,Amour,2012-09-20,10.811,7.8,1306
695,61979,Three Steps Above Heaven,2010-12-03,119.833,7.8,2468
696,81401,The Turin Horse,2011-02-15,7.241,7.8,257
697,14811,Fiddler on the Roof,1971-11-03,9.78,7.8,403
698,380,Rain Man,1988-12-11,16.79,7.8,5111
699,24160,My Friends Act II,1982-12-22,5.547,7.8,289
700,13929,Geri's Game,1997-11-24,9.107,7.8,923
701,12491,Accattone,1961-09-25,5.658,7.8,357
702,903,Cool Hand Luke,1967-06-22,15.182,7.8,1062
703,675353,Sonic the Hedgehog 2,2022-03-30,7088.307,7.8,1622
704,357786,Kizumonogatari Part 1: Tekketsu,2016-01-08,30.305,7.8,202
705,374473,I  Daniel Blake,2016-10-21,10.642,7.8,1129
706,990,The Hustler,1961-09-25,9.38,7.8,727
707,336,Duck  You Sucker,1971-10-20,7.712,7.8,797
708,632,Stalag 17,1953-05-29,8.43,7.8,439
709,471707,Corpus Christi,2019-09-10,59.489,7.8,389
710,30018,Mother,2009-05-28,9.72,7.8,1044
711,508933,Ricky Gervais: Humanity,2018-03-13,7.604,7.7,319
712,177572,Big Hero 6,2014-10-24,136.367,7.7,13633
713,525,The Blues Brothers,1980-06-16,14.178,7.7,3380
714,11902,Underground,1995-04-11,7.924,7.7,488
715,562,Die Hard,1988-07-15,27.174,7.7,9111
716,3114,The Searchers,1956-05-07,11.556,7.7,1033
717,1417,Pan's Labyrinth,2006-10-10,37.856,7.7,8941
718,582927,I'm No Longer Here,2019-10-21,11.706,7.7,367
719,382591,Two Is a Family,2016-12-07,13.709,7.7,2707
720,1700,Misery,1990-11-30,18.478,7.7,3641
721,322,Mystic River,2003-01-01,17.268,7.7,5255
722,575452,The Traitor,2019-05-23,12.564,7.7,1093
723,269149,Zootopia,2016-02-11,75.258,7.7,13938
724,10229,A Walk to Remember,2002-01-25,53.076,7.7,3503
725,40619,Day & Night,2010-06-17,9.025,7.7,726
726,15265,The Red Balloon,1956-08-24,5.282,7.7,288
727,792,Platoon,1986-12-19,24.183,7.7,3550
728,165,Back to the Future Part II,1989-11-22,26.677,7.7,10635
729,710356,2 Hearts,2020-10-16,14.736,7.7,347
730,413594,Sword Art Online: The Movie – Ordinal Scale,2017-02-18,60.838,7.7,522
731,9800,Philadelphia,1993-12-22,17.513,7.7,3481
732,309,The Celebration,1998-06-19,7.168,7.7,736
733,16306,Fantastic Planet,1973-12-01,21.331,7.7,661
734,14756,Ip Man,2008-12-12,11.691,7.7,3042
735,13002,Barbie in The 12 Dancing Princesses,2006-09-19,65.742,7.7,862
736,203217,My Mom is a Character,2013-06-21,7.068,7.7,564
737,10020,Beauty and the Beast,1991-10-22,93.443,7.7,8424
738,273248,The Hateful Eight,2015-12-25,18.804,7.7,12091
739,9475,Scent of a Woman,1992-12-23,15.638,7.7,2527
740,6844,The Ten Commandments,1956-10-05,41.759,7.7,1131
741,45269,The King's Speech,2010-11-26,14.815,7.7,7422
742,12405,Slumdog Millionaire,2008-11-12,22.529,7.7,8989
743,4495,The Spirit of the Beehive,1973-10-08,6.17,7.7,252
744,554590,Tod@s Caen,2019-08-30,24.093,7.7,427
745,137182,The Broken Circle Breakdown,2012-10-09,8.956,7.7,891
746,404,The Straight Story,1999-10-15,6.461,7.7,1166
747,596054,Heroic Losers,2019-08-15,9.227,7.7,446
748,845,Strangers on a Train,1951-06-27,11.725,7.7,1236
749,650031,The Shadow in My Eye,2021-10-28,23.813,7.7,201
750,567410,System Crasher,2019-09-19,8.916,7.7,223
751,672,Harry Potter and the Chamber of Secrets,2002-11-13,178.344,7.7,18221
752,499,Cléo from 5 to 7,1962-04-11,9.843,7.7,437
753,12429,Ponyo,2008-07-19,80.608,7.7,3230
754,20123,Time of the Gypsies,1988-12-21,7.469,7.7,269
755,995,Stagecoach,1939-03-03,10.489,7.7,832
756,531,The Wrong Trousers,1993-12-17,11.2,7.7,731
757,993,Sleuth,1972-12-10,7.368,7.7,449
758,12219,12 Angry Men,1997-08-17,7.163,7.7,217
759,52629,El Infierno,2010-09-03,56.627,7.7,430
760,580175,Another Round,2020-09-24,17.298,7.7,1970
761,15121,The Sound of Music,1965-03-29,9.782,7.7,2610
762,1040,The Leopard,1963-03-28,7.356,7.7,585
763,653,Nosferatu,1922-02-16,18.002,7.7,1456
764,216,Ali: Fear Eats the Soul,1974-06-05,7.14,7.7,273
765,453191,The Big Bad Fox and Other Tales,2017-06-21,9.306,7.7,219
766,678,Out of the Past,1947-11-25,9.119,7.7,408
767,334,Magnolia,1999-12-10,14.501,7.7,2777
768,513434,One Cut of the Dead,2017-11-04,8.721,7.7,495
769,11482,The Tenant,1976-05-26,6.712,7.7,862
770,205,Hotel Rwanda,2004-03-04,13.65,7.7,2290
771,9552,The Exorcist,1973-12-26,77.591,7.7,6291
772,110160,Laurence Anyways,2012-05-18,6.384,7.7,717
773,17058,Scarlet Street,1945-12-25,7.812,7.7,256
774,637649,Wrath of Man,2021-04-22,186.206,7.7,3642
775,4808,Charade,1963-12-05,12.518,7.7,1033
776,707886,Feel the Beat,2020-06-19,14.528,7.7,942
777,11787,Harvey,1950-12-04,8.427,7.7,460
778,976,Sweet Smell of Success,1957-07-04,5.625,7.7,329
779,261,Cat on a Hot Tin Roof,1958-08-29,8.392,7.7,582
780,371645,Hunt for the Wilderpeople,2016-03-31,7.902,7.7,1614
781,10633,In the Heat of the Night,1967-08-02,7.25,7.7,748
782,23832,For Love and Gold,1966-04-07,6.958,7.7,282
783,5528,The Chorus,2004-03-17,14.28,7.7,1980
784,128246,A Werewolf Boy,2012-10-31,18.972,7.7,206
785,164,Breakfast at Tiffany's,1961-10-06,12.074,7.7,3512
786,162,Edward Scissorhands,1990-12-05,49.946,7.7,10907
787,702,A Streetcar Named Desire,1951-09-18,14.521,7.7,1054
788,238628,Tangerines,2013-10-16,10.135,7.7,372
789,96721,Rush,2013-09-02,27.562,7.7,5906
790,3309,Mildred Pierce,1945-10-20,7.827,7.7,285
791,891,All the President's Men,1976-01-18,9.827,7.7,1396
792,767,Harry Potter and the Half-Blood Prince,2009-07-07,185.676,7.7,16138
793,24428,The Avengers,2012-04-25,253.717,7.7,26928
794,19026,Azur & Asmar: The Princes' Quest,2006-05-21,7.184,7.7,449
795,614409,To All the Boys: Always and Forever,2021-02-12,38.915,7.7,1558
796,736073,Batman: The Long Halloween  Part One,2021-06-21,53.117,7.7,362
797,336808,Embrace of the Serpent,2015-05-25,7.669,7.7,373
798,297222,PK,2014-12-18,9.492,7.7,733
799,776,The Rules of the Game,1939-07-09,6.631,7.7,412
800,8016,Germany  Year Zero,1948-12-01,6.814,7.7,254
801,589739,Hair Love,2019-08-14,5.477,7.7,373
802,566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,645.866,7.7,6499
803,466282,To All the Boys I've Loved Before,2018-08-16,45.049,7.7,7560
804,167581,Free Fall,2013-05-27,12.589,7.7,643
805,13187,A Charlie Brown Christmas,1965-12-09,10.163,7.7,482
806,11854,Kuch Kuch Hota Hai,1998-10-16,10.952,7.7,309
807,581528,The Gangster  the Cop  the Devil,2019-05-15,38.761,7.7,537
808,530254,The Witch: Part 1. The Subversion,2018-06-27,14.618,7.7,240
809,342470,All the Bright Places,2020-02-28,39.037,7.7,2392
810,14580,The Big Heat,1953-10-14,6.887,7.7,368
811,11220,Fallen Angels,1995-09-06,14.932,7.7,611
812,9806,The Incredibles,2004-10-27,85.025,7.7,15188
813,9023,Spirit: Stallion of the Cimarron,2002-05-24,85.079,7.7,3833
814,108,Three Colors: Blue,1993-09-08,10.695,7.7,1248
815,12516,Dreams,1990-05-11,7.112,7.7,320
816,10835,The Killer,1989-07-06,9.072,7.7,558
817,4497,Viridiana,1961-05-17,6.931,7.7,392
818,51608,The Man from Nowhere,2010-08-04,40.393,7.7,990
819,8832,Il Divo,2008-05-28,7.285,7.7,936
820,808,Shrek,2001-05-18,130.372,7.7,13873
821,83666,Moonrise Kingdom,2012-05-16,14.87,7.7,4886
822,15251,Eddie Murphy: Delirious,1983-08-17,5.819,7.7,255
823,12548,I Vitelloni,1953-09-17,7.104,7.7,532
824,272,Batman Begins,2005-06-10,81.45,7.7,17705
825,910,The Big Sleep,1946-08-23,12.968,7.7,770
826,675,Harry Potter and the Order of the Phoenix,2007-06-28,156.058,7.7,16351
827,48831,My Night at Maud's,1969-06-04,5.162,7.7,200
828,25050,Still Walking,2008-06-28,7.239,7.7,250
829,68,Brazil,1985-02-20,10.402,7.7,2657
830,431693,Spies in Disguise,2019-12-04,60.521,7.7,2280
831,242582,Nightcrawler,2014-10-23,44.293,7.7,8967
