,id,title,release_date,popularity,vote_average,vote_count
4789,86825,Stoker,2013-02-28,13.361,6.6,1864
4790,11468,The Salton Sea,2002-02-02,8.396,6.6,252
4791,9357,One Hour Photo,2002-08-21,8.684,6.6,1345
4792,484247,A Simple Favor,2018-08-29,19.503,6.6,3533
4793,241855,Spring,2014-10-08,8.566,6.6,542
4794,50546,Just Go with It,2011-02-10,68.085,6.6,4695
4795,11130,The Princess Diaries 2: Royal Engagement,2004-08-06,36.16,6.6,2757
4796,10719,Elf,2003-10-09,12.485,6.6,3213
4797,10176,The Quiet Earth,1985-09-08,7.682,6.6,420
4798,7191,Cloverfield,2008-01-15,36.461,6.6,5868
4799,1788,Footloose,1984-02-17,13.648,6.6,1613
4800,645788,The Protégé,2021-08-19,108.719,6.6,624
4801,83686,The Words,2012-09-07,8.411,6.6,959
4802,22171,Ms .45,1981-04-24,9.494,6.7,226
4803,492452,Ben Is Back,2018-12-05,10.698,6.6,778
4804,417812,Wildlife,2018-09-23,8.919,6.6,555
4805,157386,The Spectacular Now,2013-08-02,16.821,6.6,2495
4806,10201,Yes Man,2008-12-09,47.208,6.6,5663
4807,6072,One Eight Seven,1997-07-29,13.46,6.6,455
4808,157,Star Trek III: The Search for Spock,1984-06-01,9.371,6.6,1038
4809,500840,I'm Thinking of Ending Things,2020-08-28,8.726,6.6,1413
4810,440021,Happy Death Day,2017-10-12,33.231,6.6,5216
4811,143567,Just Like Brothers,2012-11-21,4.794,6.6,216
4812,64328,The Muppets,2011-11-22,22.218,6.6,1287
4813,16340,Rugrats in Paris: The Movie,2000-09-14,11.732,6.6,388
4814,5126,Martian Child,2007-11-02,7.889,6.6,241
4815,420426,Bleach,2018-07-20,13.909,6.6,455
4816,166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,241.322,6.6,10179
4817,41211,Heartbreaker,2010-03-17,8.607,6.6,1126
4818,35052,Cracks,2009-12-04,9.084,6.6,312
4819,19458,Princess Protection Program,2009-05-20,48.04,6.6,1494
4820,13291,Traitor,2008-08-23,7.388,6.6,506
4821,9297,Monster House,2006-06-30,45.065,6.6,3208
4822,1364,Sex and Lucía,2001-08-24,26.666,6.6,399
4823,339095,The Last Days of American Crime,2020-06-05,8.714,6.6,713
4824,325789,The Infiltrator,2016-07-13,12.189,6.6,1416
4825,44683,Tinker Bell and the Great Fairy Rescue,2010-07-29,37.208,6.6,722
4826,39538,Contagion,2011-09-08,20.428,6.6,5115
4827,22244,Society,1989-05-13,7.662,6.6,371
4828,21755,The Brothers Bloom,2008-09-09,13.027,6.6,485
4829,21385,Mickey  Donald  Goofy: The Three Musketeers,2004-08-04,21.249,6.6,729
4830,19255,Away We Go,2009-06-05,8.546,6.6,460
4831,13672,JCVD,2008-06-04,9.108,6.6,384
4832,113160,My First Time,2012-01-18,5.606,6.6,508
4833,12184,The Other Boleyn Girl,2008-02-28,25.302,6.6,1689
4834,56812,The Last Circus,2010-12-17,7.538,6.6,323
4835,10427,Red Rock West,1993-05-14,8.022,6.6,229
4836,529862,Brittany Runs a Marathon,2019-08-23,11.214,6.6,382
4837,201085,Crimson Peak,2015-10-13,18.837,6.6,4280
4838,5206,The Boss of It All,2006-09-21,8.601,6.6,216
4839,575428,The Wild Goose Lake,2019-12-06,7.052,6.6,259
4840,52274,Julia's Eyes,2010-10-29,15.319,6.6,641
4841,27431,The Cat o' Nine Tails,1971-02-12,7.376,6.6,301
4842,10585,Child's Play,1988-11-08,54.134,6.6,2212
4843,9687,Keeping Mum,2005-12-02,6.049,6.6,450
4844,9638,Phantasm,1979-03-28,7.075,6.6,490
4845,136403,Populaire,2012-11-27,6.902,6.6,461
4846,11135,The Rescuers Down Under,1990-11-16,4.826,6.6,1025
4847,9463,Vampire Hunter D,1985-12-21,14.84,6.6,357
4848,9079,Dying Young,1991-06-20,10.322,6.6,368
4849,7457,Alpha Dog,2006-01-27,12.976,6.6,1116
4850,1992,Planet Terror,2007-04-06,24.476,6.6,2778
4851,70954,The Hunter,2011-10-06,10.706,6.6,522
4852,14197,My Sassy Girl,2008-05-26,9.874,6.6,297
4853,10687,Tigerland,2000-10-06,7.235,6.6,440
4854,1624,Liar Liar,1997-03-21,18.615,6.6,4574
4855,330764,The Brand New Testament,2015-09-02,9.777,6.6,1373
4856,317198,Bad Hair Day,2015-02-13,9.624,6.6,231
4857,162215,How I Live Now,2013-09-10,8.254,6.6,742
4858,11412,The Long Kiss Goodnight,1996-10-11,10.594,6.6,915
4859,8649,Bringing Out the Dead,1999-10-22,10.135,6.6,771
4860,565,The Ring,2002-10-18,30.674,6.6,5053
4861,613099,The Legacy of the Bones,2019-12-05,7.656,6.6,326
4862,11520,Grumpy Old Men,1993-12-25,12.419,6.6,499
4863,10393,The Replacements,2000-08-11,13.253,6.6,758
4864,3635,Girl with a Pearl Earring,2003-12-12,13.183,6.6,1144
4865,15742,Taxidermia,2006-08-23,8.308,6.6,223
4866,11283,Nanny McPhee,2005-10-21,27.699,6.6,2548
4867,9336,Police Academy,1984-03-22,20.327,6.6,2079
4868,660,Thunderball,1965-12-11,18.23,6.6,1743
4869,470918,Beast,2018-04-18,8.089,6.6,205
4870,363992,The Wizard of Lies,2017-05-11,12.535,6.6,445
4871,332210,Storks,2016-09-22,31.167,6.6,1965
4872,20760,Lilo & Stitch 2: Stitch Has a Glitch,2005-01-22,43.452,6.6,1145
4873,471498,Oxygen,2021-05-12,27.64,6.6,1009
4874,345887,The Equalizer 2,2018-07-19,45.994,6.6,3993
4875,38410,The Poughkeepsie Tapes,2009-01-30,26.001,6.6,402
4876,23439,House of Usher,1960-06-22,5.882,6.6,207
4877,6964,Something's Gotta Give,2003-12-12,9.746,6.6,1300
4878,6415,Three Kings,1999-04-21,9.541,6.6,1641
4879,541660,Loro,2018-09-13,7.141,6.6,220
4880,360784,Hidden,2015-09-15,10.452,6.6,550
4881,413644,The Son of Bigfoot,2017-07-26,20.824,6.6,386
4882,49517,Tinker Tailor Soldier Spy,2011-09-16,13.983,6.6,2112
4883,14370,Real Genius,1985-08-07,9.013,6.6,307
4884,509598,Mr. Jones,2019-10-25,8.423,6.6,232
4885,14854,Lone Wolf McQuade,1983-04-15,9.696,6.6,255
4886,370665,Dilwale,2015-12-18,9.471,6.6,235
4887,192577,Space Pirate Captain Harlock,2013-09-07,28.595,6.6,881
4888,68727,Trance,2013-03-27,9.529,6.6,1857
4889,37645,22 Bullets,2010-03-23,66.594,6.6,983
4890,29963,Bright Star,2009-11-05,6.274,6.6,360
4891,10803,Logan's Run,1976-06-23,9.9,6.6,696
4892,1948,Crank,2006-08-31,21.654,6.6,2983
4893,310135,Turbo Kid,2015-08-14,10.886,6.6,568
4894,10328,Cocoon,1985-06-21,10.625,6.6,986
4895,529485,The Way Back,2020-03-05,12.994,6.6,783
4896,339964,Valerian and the City of a Thousand Planets,2017-07-20,42.932,6.6,6376
4897,177494,Veronica Mars,2014-03-13,7.488,6.6,933
4898,15300,Newsies,1992-04-10,7.46,6.6,204
4899,12599,Pokémon: The Movie 2000,1999-07-17,29.436,6.6,673
4900,11835,Death Sentence,2007-08-31,9.374,6.6,850
4901,31007,Welcome to the Rileys,2010-10-29,8.343,6.6,336
4902,12113,Body of Lies,2008-10-10,11.675,6.6,2449
4903,11012,Damage,1992-12-02,15.66,6.6,300
4904,9614,Happy Gilmore,1996-02-16,18.13,6.6,2069
4905,28609,Dragon Ball Z: Dead Zone,1989-07-15,38.49,6.6,416
4906,20539,The Crucible,1996-11-27,10.605,6.6,411
4907,12151,Ruthless People,1986-06-26,9.307,6.6,294
4908,4169,Breach,2007-02-12,7.484,6.6,458
4909,451925,Time Freak,2018-11-09,11.491,6.6,372
4910,38718,Reversal of Fortune,1990-10-05,7.99,6.6,219
4911,10999,Commando,1985-10-03,22.169,6.6,2164
4912,468302,Love and Bullets,2017-08-01,4.975,6.6,230
4913,1266,Street Kings,2008-04-10,11.06,6.6,1103
4914,401513,Attraction,2017-01-26,21.65,6.6,628
4915,39103,Dragon Ball Z: The Return of Cooler,1992-03-07,78.109,6.6,417
4916,11211,Bring It On: All or Nothing,2006-08-08,1.702,6.6,647
4917,9707,Bubba Ho-tep,2002-06-09,6.398,6.6,455
4918,4944,Burn After Reading,2008-09-05,13.162,6.6,3790
4919,2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,54.425,6.6,5319
4920,341012,Popstar: Never Stop Never Stopping,2016-06-03,9.043,6.6,1013
4921,26388,Buried,2010-09-24,12.398,6.6,2308
4922,10189,Pineapple Express,2008-08-06,15.257,6.6,3071
4923,5780,Torn Curtain,1966-07-13,10.656,6.6,430
4924,723072,Host,2020-12-04,73.672,6.6,528
4925,489430,Terrified,2018-05-03,17.421,6.6,369
4926,61404,Point Blank,2010-11-08,6.033,6.6,354
4927,14029,Demons,1985-10-04,8.411,6.6,407
4928,7219,Zombie Flesh Eaters,1979-08-25,10.874,6.6,445
4929,6639,Love in the Time of Cholera,2007-10-04,12.305,6.6,295
4930,511785,Alex Strangelove,2018-04-16,10.831,6.6,1416
4931,250124,The Diary of a Teenage Girl,2015-08-07,8.723,6.6,620
4932,47854,Legend of the Fist: The Return of Chen Zhen,2010-09-01,9.592,6.6,207
4933,46528,The Warrior's Way,2010-12-01,40.8,6.6,451
4934,20306,Swimming with Sharks,1994-09-10,7.572,6.6,244
4935,11422,Midway,1976-06-18,18.163,6.6,211
4936,2330,Taxi,1998-04-08,17.123,6.6,1935
4937,433310,When We First Met,2018-02-09,11.842,6.6,2051
4938,382322,Batman: The Killing Joke,2016-07-24,15.869,6.6,1456
4939,10333,The Prince of Tides,1991-12-25,7.182,6.6,214
4940,9410,Great Expectations,1998-01-30,9.819,6.6,463
4941,1957,Enough,2002-05-21,20.259,6.6,892
4942,1610,Fever Pitch,1997-04-04,5.597,6.6,200
4943,331588,The Great Gilly Hopkins,2015-10-05,9.603,6.6,207
4944,241848,The Guest,2014-09-05,16.163,6.6,1576
4945,81440,Good Luck Charlie  It's Christmas!,2011-12-02,10.773,6.6,352
4946,36819,Time Bandits,1981-07-13,7.651,6.6,762
4947,152747,All Is Lost,2013-08-23,10.348,6.6,1339
4948,13062,Boundin',2003-11-04,8.57,6.6,431
4949,12155,Alice in Wonderland,2010-03-03,74.479,6.6,12156
4950,8738,The Final Countdown,1980-01-31,11.838,6.6,439
4951,8827,99 francs,2007-09-26,7.26,6.6,607
4952,436274,Radius,2017-07-17,10.956,6.6,476
4953,136795,The Heat,2013-06-27,46.147,6.6,3402
4954,17689,The Gauntlet,1977-12-21,8.195,6.6,401
4955,18331,The Nutty Professor,1963-06-04,9.83,6.6,303
4956,8874,My Best Friend's Wedding,1997-06-19,10.411,6.6,2125
4957,62592,Revenge of the Bridesmaids,2010-07-18,7.14,6.6,253
4958,11183,French Fried Vacation,1978-11-11,5.996,6.6,740
4959,9313,The Man in the Iron Mask,1998-03-12,16.313,6.6,3218
4960,334524,Gold,2016-02-03,17.507,6.6,1344
4961,309245,Mistress America,2015-08-14,9.084,6.6,431
4962,10155,U Turn,1997-10-03,10.657,6.6,548
4963,8696,Calendar Girls,2003-09-02,7.726,6.6,302
4964,413518,Pinocchio,2019-12-19,28.108,6.6,1259
4965,14249,Revenge,1990-02-16,10.804,6.6,345
4966,7555,Rambo,2008-01-24,61.714,6.6,3051
4967,7446,Tropic Thunder,2008-08-09,37.84,6.6,4928
4968,5595,Fermat's Room,2007-10-07,6.506,6.6,288
4969,2251,Unfaithful,2002-05-10,25.538,6.6,1194
4970,512,Scoop,2006-07-27,9.526,6.6,1357
4971,524369,The Many Saints of Newark,2021-09-22,74.946,6.6,396
4972,359246,Hell House LLC,2015-10-16,12.826,6.6,240
4973,332340,Man Up,2015-05-29,9.555,6.6,802
4974,62835,Colombiana,2011-07-27,56.724,6.6,2107
4975,26736,Wizards of Waverly Place: The Movie,2009-08-28,26.301,6.6,1236
4976,10952,New Jack City,1991-03-08,9.148,6.6,403
4977,8913,Pet Sematary,1989-04-21,30.296,6.6,1676
4978,3525,Working Girl,1988-12-20,9.477,6.6,723
4979,315872,Mia madre,2015-04-16,7.05,6.6,294
4980,38368,Uncle Boonmee Who Can Recall His Past Lives,2010-06-25,8.6,6.6,272
4981,13768,Tuck Everlasting,2002-10-11,10.142,6.6,388
4982,481157,In Her Hands,2018-12-26,4.689,6.6,245
4983,457136,Mary Queen of Scots,2018-12-07,12.693,6.6,1514
4984,78698,Big Miracle,2012-02-02,10.785,6.6,399
4985,13122,The People Under the Stairs,1991-11-01,10.489,6.6,492
4986,601470,The Eyes of Tammy Faye,2021-09-17,15.156,6.6,329
4987,581387,Ashfall,2019-12-19,65.826,6.6,371
4988,503125,Little Monsters,2019-08-29,11.265,6.6,520
4989,1729,The Forbidden Kingdom,2008-04-18,19.885,6.6,1351
4990,1576,Resident Evil,2002-03-15,31.241,6.6,5190
4991,1498,Teenage Mutant Ninja Turtles,1990-03-30,20.169,6.6,1349
4992,75612,Oblivion,2013-04-10,28.383,6.6,9238
4993,59387,The Powerpuff Girls Movie,2002-07-03,13.367,6.6,224
4994,43629,Doodlebug,1997-01-01,5.403,6.6,356
4995,16910,Naruto: Legend of the Stone of Gelel,2005-08-06,33.394,6.6,266
4996,10664,[REC]²,2009-09-15,28.059,6.6,1587
4997,9087,The American President,1995-11-17,8.105,6.6,553
4998,351044,Welcome to Marwen,2018-12-21,10.209,6.6,970
4999,241239,A Most Violent Year,2014-12-31,14.166,6.6,1177
5000,22414,Postcards From the Edge,1990-09-14,7.672,6.6,200
5001,10412,Romper Stomper,1992-03-05,8.774,6.6,390
5002,9331,Clear and Present Danger,1994-08-03,9.084,6.6,1133
5003,8992,The Sure Thing,1985-03-01,6.871,6.6,213
5004,613349,A Good Doctor,2019-12-11,6.785,6.6,246
5005,484718,Coming 2 America,2021-03-04,39.748,6.6,1809
5006,241842,Dead Snow 2: Red vs. Dead,2014-02-12,9.139,6.6,489
5007,480857,Radioactive,2020-03-11,9.306,6.6,605
5008,435707,Skins,2017-06-09,11.287,6.6,406
5009,398588,Dismissed,2017-10-08,6.207,6.6,238
5010,21316,Leroy & Stitch,2006-06-23,22.068,6.6,395
5011,11884,The Last Starfighter,1984-07-13,9.881,6.6,530
5012,10215,Sliding Doors,1998-04-23,8.475,6.6,1048
5013,6575,Walk Hard: The Dewey Cox Story,2007-12-21,11.094,6.6,529
5014,3902,I'm Not There,2007-10-01,9.56,6.6,545
5015,720755,The Kid Detective,2020-10-16,8.24,6.6,230
5016,489927,The Kindergarten Teacher,2018-09-23,7.137,6.6,267
5017,81250,Geek Charming,2011-11-11,11.415,6.6,664
5018,14397,Whisper,2007-11-27,8.923,6.6,219
5019,13967,Miss Potter,2006-12-03,9.613,6.6,407
5020,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,10.843,6.6,726
5021,8066,Stay,2005-09-24,11.512,6.6,1004
5022,9917,Waist Deep,2006-06-23,8.697,6.6,206
5023,2788,Reality Bites,1994-02-18,7.661,6.6,562
5024,2059,National Treasure,2004-11-19,21.282,6.6,5255
5025,1571,Live Free or Die Hard,2007-06-20,21.197,6.6,4834
5026,92591,Bernie,2012-04-27,8.373,6.6,728
5027,68817,Footloose,2011-10-06,17.11,6.6,1411
5028,22794,Cloudy with a Chance of Meatballs,2009-09-17,46.725,6.6,4892
5029,8204,The Spiderwick Chronicles,2008-02-14,28.521,6.6,2165
5030,7450,Titan A.E.,2000-06-16,12.39,6.6,851
5031,440626,Sobibor,2018-05-03,9.658,6.6,228
5032,39781,The Kids Are All Right,2010-07-09,13.568,6.6,1220
5033,24740,The Entity,1982-09-30,11.557,6.6,339
5034,22586,The Swan Princess,1994-11-18,13.11,6.6,798
5035,13090,Sunshine Cleaning,2008-01-18,6.406,6.6,611
5036,10691,Crazy/Beautiful,2001-06-29,6.97,6.6,280
5037,10503,Happy-Go-Lucky,2008-04-18,7.019,6.6,336
5038,9900,Grandma's Boy,2006-01-06,9.568,6.6,503
5039,8467,Dumb and Dumber,1994-12-16,26.303,6.6,5033
5040,25,Jarhead,2005-11-04,20.219,6.6,2297
5041,239678,This Is Where I Leave You,2014-09-10,10.129,6.6,1090
5042,11515,Goya's Ghosts,2006-11-08,10.516,6.6,378
5043,10414,The Mighty Ducks,1992-10-02,10.828,6.6,672
5044,9403,Private Parts,1997-03-07,8.724,6.6,268
5045,2110,Wasabi,2001-10-31,14.165,6.6,994
5046,1369,Rambo: First Blood Part II,1985-05-21,49.067,6.6,3015
5047,80321,Madagascar 3: Europe's Most Wanted,2012-06-06,57.917,6.6,5116
5048,64678,The Art of Getting By,2011-06-17,10.688,6.6,1141
5049,11635,Old School,2003-02-21,13.761,6.6,1405
5050,11338,Into the Night,1985-02-22,10.378,6.6,203
5051,8461,Funny Games,2008-03-14,11.427,6.6,1650
5052,469055,In the Game,2018-03-21,4.762,6.6,213
5053,396422,Annabelle: Creation,2017-08-03,64.547,6.6,4724
5054,49521,Man of Steel,2013-06-12,81.012,6.6,13133
5055,9534,The Ferpect Crime,2004-09-10,8.155,6.6,240
5056,9429,A Night at the Roxbury,1998-10-01,13.923,6.6,701
5057,8005,Robin Hood: Men in Tights,1993-07-28,12.277,6.6,1650
5058,205022,Chennai Express,2013-08-08,8.493,6.6,244
5059,80274,Ender's Game,2013-10-24,31.126,6.6,4959
5060,12924,The Place Promised in Our Early Days,2004-11-20,8.751,6.6,392
5061,10970,Silent Movie,1976-06-17,6.44,6.6,226
5062,3179,Beavis and Butt-Head Do America,1996-12-15,10.128,6.6,505
5063,39939,Super Troopers,2001-01-18,6.813,6.6,845
5064,10656,Subway,1985-04-10,7.276,6.6,320
5065,9689,Hollywood Ending,2002-05-03,8.56,6.6,400
5066,9613,Spider,2002-11-06,8.149,6.6,575
5067,2779,The Curse of the Jade Scorpion,2001-08-05,8.458,6.6,623
5068,300693,Truth,2015-10-16,6.926,6.6,401
5069,16418,Barbie Presents: Thumbelina,2009-02-24,36.784,6.6,377
5070,15393,Play Misty for Me,1971-10-01,8.37,6.6,342
5071,8834,Conspiracy Theory,1997-08-08,11.714,6.6,1142
5072,773655,Death to 2020,2020-12-27,8.431,6.6,554
5073,396810,The Last Word,2017-03-03,10.9,6.6,303
5074,56832,Gantz,2010-11-29,23.969,6.6,228
5075,18503,Caterina in the Big City,2003-10-24,5.983,6.6,211
5076,9442,Dead Men Don't Wear Plaid,1982-05-21,8.47,6.6,283
5077,944,Lethal Weapon 4,1998-07-10,20.724,6.6,2099
5078,471506,Greta,2018-09-06,37.247,6.6,1032
5079,50456,Hanna,2011-04-07,14.502,6.6,2832
5080,18126,Hannah Montana: The Movie,2009-04-10,42.379,6.6,1745
5081,13155,Return to Oz,1985-06-21,14.532,6.6,657
5082,12720,Suicide Club,2001-10-29,6.441,6.6,351
5083,11372,The Eagle Has Landed,1976-12-24,8.41,6.6,230
5084,9913,The Skeleton Key,2005-07-29,34.681,6.6,1675
5085,9291,The Longest Yard,2005-05-27,33.784,6.6,2665
5086,537739,Can You Keep a Secret?,2019-09-13,14.648,6.6,720
5087,109421,Side Effects,2013-02-07,10.04,6.6,2637
5088,76338,Thor: The Dark World,2013-10-30,155.254,6.6,14840
5089,22970,The Cabin in the Woods,2012-04-12,37.001,6.6,6537
5090,11887,High School Musical 3: Senior Year,2008-10-11,31.448,6.6,3089
5091,8446,Bugsy Malone,1976-07-22,7.11,6.6,211
5092,345009,Mine,2016-10-06,21.468,6.6,1088
5093,10947,High School Musical,2006-01-20,34.918,6.6,4003
5094,10909,Kalifornia,1993-06-24,8.006,6.6,592
5095,1562,28 Weeks Later,2007-04-26,26.425,6.6,3396
5096,565743,The Vast of Night,2019-06-01,13.05,6.6,756
5097,253306,Housebound,2014-09-04,8.305,6.6,691
5098,171274,Inherent Vice,2014-12-12,16.369,6.6,2092
5099,18764,Twin Dragons,1992-01-15,10.744,6.6,268
5100,12690,Appaloosa,2008-09-19,9.514,6.6,789
5101,11430,The Lion King 1½,2004-02-06,59.264,6.6,2528
5102,5951,The Jane Austen Book Club,2007-09-09,7.778,6.6,311
5103,477018,The Translators,2019-12-20,6.208,6.6,362
5104,45132,Super,2010-11-26,10.64,6.6,1161
5105,9768,Cry-Baby,1990-04-05,22.183,6.6,1270
5106,8198,The Quiet American,2002-11-22,8.03,6.6,226
5107,581859,Da 5 Bloods,2020-06-12,9.989,6.6,864
5108,186929,Borgman,2013-05-13,6.748,6.6,251
5109,27936,Micmacs,2009-10-28,8.279,6.6,445
5110,14926,Uptown Girls,2003-08-15,11.222,6.6,651
5111,11300,Something Wild,1986-11-07,7.084,6.6,223
5112,10135,Road House,1989-05-19,6.379,6.6,812
5113,2882,Hunting and Gathering,2007-02-10,8.494,6.6,332
5114,577,To Die For,1995-09-22,7.129,6.6,605
5115,554230,The Lost Daughter,2021-12-16,36.759,6.6,569
5116,60309,The Conspirator,2010-09-10,7.151,6.6,363
5117,10875,The Fabulous Baker Boys,1989-10-13,7.775,6.6,247
5118,9093,The Four Feathers,2002-09-08,10.001,6.6,440
5119,8961,Bad Boys II,2003-07-18,35.389,6.6,4449
5120,4564,Sex and the City,2008-05-12,88.092,6.6,1798
5121,244563,Kumiko  the Treasure Hunter,2014-11-13,6.575,6.6,216
5122,48492,Detective Dee and the Mystery of the Phantom Flame,2010-09-18,9.305,6.6,293
5123,2148,The Cotton Club,1984-12-14,9.516,6.6,300
5124,1945,Nell,1994-12-23,6.854,6.6,394
5125,544,There's Something About Mary,1998-07-15,18.443,6.6,4145
5126,348350,Solo: A Star Wars Story,2018-05-15,38.59,6.6,7051
5127,12079,Spun,2002-06-01,11.586,6.6,347
5128,428495,The Nile Hilton Incident,2017-06-19,8.694,6.6,279
5129,311291,45 Years,2015-08-04,7.453,6.6,620
5130,59860,Monte Carlo,2011-07-01,22.056,6.6,1844
5131,44945,Trust,2010-09-10,10.245,6.6,787
5132,9816,Save the Last Dance,2001-01-12,10.771,6.6,1079
5133,2123,Me  Myself & Irene,2000-06-22,25.169,6.6,3111
5134,669671,Night Teeth,2021-10-20,73.01,6.6,532
5135,339259,The Man with the Iron Heart,2017-05-25,16.013,6.6,615
5136,83899,You're Next,2011-09-10,18.661,6.6,1947
5137,18129,The Grifters,1990-08-08,6.62,6.6,291
5138,11364,Regarding Henry,1991-07-10,7.84,6.6,459
5139,11027,The Postman Always Rings Twice,1981-03-20,13.064,6.6,371
5140,353616,Pitch Perfect 3,2017-12-20,25.387,6.6,2906
5141,306650,Kajaki,2014-11-12,6.529,6.6,222
5142,75780,Jack Reacher,2012-12-20,87.094,6.6,5811
5143,11443,Dead Presidents,1995-10-06,7.617,6.6,213
5144,10650,Sudden Impact,1983-12-07,13.673,6.6,671
5145,9445,Apt Pupil,1998-10-23,8.56,6.6,503
5146,668,On Her Majesty's Secret Service,1969-12-12,18.121,6.6,1420
5147,526051,Look Away,2018-10-12,19.712,6.6,653
5148,480001,The Art of Self-Defense,2019-07-12,12.031,6.6,498
5149,467482,A Man in a Hurry,2018-11-07,6.589,6.6,267
5150,21309,River's Edge,1986-08-27,7.178,6.6,202
5151,20455,Digimon: The Movie,2000-03-04,14.813,6.6,225
5152,11654,The Hunger,1983-04-29,8.923,6.6,394
5153,264656,The Homesman,2014-05-18,11.832,6.6,656
5154,51540,Horrible Bosses,2011-07-08,24.969,6.6,5447
5155,14510,From Beyond,1986-10-24,6.918,6.6,374
5156,6972,Australia,2008-11-18,11.201,6.6,1935
5157,75174,The Grey,2012-01-26,66.312,6.6,3235
5158,60307,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,25.717,6.6,877
5159,20178,World's Greatest Dad,2009-08-20,31.782,6.6,465
5160,19124,Blind Fury,1989-08-17,10.241,6.6,353
5161,2605,Short Circuit,1986-05-09,13.271,6.6,1160
5162,628900,The Contractor,2022-03-10,4386.168,6.6,249
5163,458897,Charlie's Angels,2019-11-14,23.568,6.6,2445
5164,410117,Lady Macbeth,2016-12-12,15.321,6.6,600
5165,10493,Dead Calm,1989-04-07,12.216,6.6,559
5166,6,Judgment Night,1993-10-15,7.812,6.6,242
5167,309299,Experimenter,2015-10-16,6.884,6.6,379
5168,88005,Seeking a Friend for the End of the World,2012-06-22,17.776,6.6,1703
5169,51917,A Whole Life Ahead,2008-03-28,6.963,6.6,254
5170,12185,Heaven Can Wait,1978-06-28,6.973,6.6,301
5171,8194,A Guide to Recognizing Your Saints,2006-09-29,5.266,6.6,239
5172,1586,Secret Window,2004-03-12,27.604,6.6,2986
5173,464052,Wonder Woman 1984,2020-12-16,220.971,6.6,6784
5174,21407,The Collector,2009-07-09,19.096,6.6,1139
5175,15613,Fire in the Sky,1993-03-12,14.158,6.6,409
5176,300673,The Finest Hours,2016-01-27,16.588,6.6,1353
5177,290512,The Mountain Between Us,2017-10-05,33.165,6.6,1915
5178,48289,The Debt,2010-09-30,9.145,6.6,687
5179,489245,The Kill Team,2019-10-17,24.572,6.6,305
5180,400,Things to Do in Denver When You're Dead,1995-12-01,8.781,6.6,293
5181,631843,Old,2021-07-21,209.043,6.6,2660
5182,411638,The Fury of a Patient Man,2016-09-09,10.922,6.6,375
5183,34204,Return to Halloweentown,2006-10-20,7.604,6.6,374
5184,10354,True Crime,1999-03-19,10.058,6.6,566
5185,9944,The Pelican Brief,1993-09-17,15.459,6.6,1188
5186,375366,The Girl with All the Gifts,2016-09-23,19.03,6.6,1610
5187,351286,Jurassic World: Fallen Kingdom,2018-06-06,201.042,6.6,9798
5188,10961,Behind the Mask: The Rise of Leslie Vernon,2006-08-29,7.114,6.6,328
5189,10652,Hamburger Hill,1987-08-07,7.792,6.6,314
5190,1593,Night at the Museum,2006-10-20,25.804,6.6,8650
5191,270303,It Follows,2014-09-24,180.883,6.6,5241
5192,206408,Chinese Puzzle,2013-12-04,6.418,6.6,563
5193,73358,Page Eight,2011-08-28,8.422,6.6,204
5194,5955,The Pledge,2001-01-19,8.366,6.6,724
5195,834,Underworld: Evolution,2006-01-12,25.724,6.6,3385
5196,517088,Being the Ricardos,2021-12-10,27.099,6.6,425
5197,390062,Jungle,2017-06-27,18.891,6.6,1556
5198,376166,From the Land of the Moon,2016-10-19,10.188,6.6,266
5199,37933,Tales from Earthsea,2006-07-29,13.932,6.6,1040
5200,163,Ocean's Twelve,2004-12-09,19.457,6.6,6052
5201,5353,The Hunting Party,2007-09-03,7.809,6.6,248
5202,215,Saw II,2005-10-28,39.993,6.6,4203
5203,146304,The Best Man Holiday,2013-11-15,7.998,6.5,214
5204,11681,The Two Missionaries,1974-12-21,5.819,6.6,200
5205,10668,Suicide Kings,1998-04-17,6.915,6.6,217
5206,123,The Lord of the Rings,1978-11-15,22.37,6.6,649
5207,626393,The Sleepover,2020-08-21,8.524,6.6,324
5208,397517,Be Somebody,2016-06-10,10.207,6.6,241
5209,242042,Barefoot,2014-02-02,9.247,6.5,509
5210,164457,Out of the Furnace,2013-12-06,14.17,6.6,1617
5211,12165,The Burning Plain,2008-11-07,8.244,6.6,337
5212,11064,Brewster's Millions,1985-05-22,10.0,6.6,434
5213,9532,Final Destination,2000-03-17,55.873,6.6,4393
5214,241259,Alice Through the Looking Glass,2016-05-25,49.519,6.6,5533
5215,153158,Underdogs,2013-07-18,28.976,6.6,345
5216,12133,Step Brothers,2008-07-25,14.411,6.6,2534
5217,6081,Revenge of the Pink Panther,1978-01-08,7.593,6.6,315
5218,345637,Sanjay's Super Team,2015-11-18,5.761,6.6,202
5219,301365,The Neon Demon,2016-06-08,16.24,6.6,3242
5220,244509,Cold in July,2014-05-23,8.111,6.5,595
5221,733317,Monsters of Man,2020-11-19,10.111,6.5,235
5222,581600,Spenser Confidential,2020-03-06,18.825,6.5,1840
5223,231576,Wish I Was Here,2014-07-18,9.227,6.5,620
